Player_Age,Player_Weight,Player_Height,Previous_Injuries,Training_Intensity,Recovery_Time,Likelihood_of_Injury
22,58.4950879,178.4040544,yes,0.581736647,2_Days,no
29,74.49577148,189.4497167,yes,0.401461779,3_Days,no
20,73.43269602,177.7373913,no,0.338084409,6_Days,yes
18,85.6240151,187.5605332,yes,0.126824023,1_Day,no
18,52.65573558,179.3445239,no,0.391742451,4_Days,yes
25,77.35199829,199.8169181,yes,0.162660815,2_Days,no
27,63.44431952,195.687786,no,0.734365676,5_Days,no
28,78.19223342,166.7190374,yes,0.208830935,1_Day,no
29,78.74280056,185.2224368,yes,0.058565305,2_Days,yes
30,74.13155223,171.8359601,no,0.552366138,1_Day,yes
29,83.07293125,181.9150694,no,0.595229733,5_Days,yes
31,62.54233941,180.6837063,no,0.871913061,2_Days,yes
19,86.0772045,169.4461298,yes,0.576981612,6_Days,no
36,67.91921134,190.5848454,yes,0.345480854,6_Days,yes
35,59.4410135,182.0330294,yes,0.803011882,5_Days,yes
20,72.2760403,177.1531696,yes,0.540278893,3_Days,yes
34,54.04842477,175.6189018,no,0.079280285,5_Days,no
25,77.54173892,181.3977697,yes,0.56585056,3_Days,no
27,72.40749557,184.0792502,yes,0.908018545,2_Days,yes
19,87.33686921,178.7502421,yes,0.396312625,3_Days,yes
36,81.48924211,151.6748043,yes,0.296325802,2_Days,no
26,61.08003663,180.1689072,yes,0.143469457,2_Days,yes
24,66.61612509,165.5851794,yes,0.151445522,4_Days,yes
21,80.20664421,177.9054743,yes,0.432771484,2_Days,yes
38,83.4707901,165.9543574,no,0.595679824,3_Days,yes
35,87.22500915,165.8350236,yes,0.080615405,4_Days,no
30,87.14509285,192.3512182,yes,0.939568589,4_Days,no
28,74.1047739,176.7990802,yes,0.755133617,2_Days,no
21,78.62655622,176.0333784,yes,0.586623918,5_Days,yes
38,87.98738504,184.8252405,no,0.828438671,5_Days,yes
21,71.96691538,176.2940948,no,0.080186757,6_Days,no
27,78.79726187,201.0380609,no,0.476838878,4_Days,no
22,71.7311922,177.2698024,no,0.630093127,2_Days,no
26,69.49051886,183.6512541,no,0.828652906,5_Days,yes
20,75.48385118,189.7094133,no,0.78346956,2_Days,no
34,68.12456549,196.0225323,yes,0.27706925,2_Days,yes
20,73.69084027,172.5799386,no,0.94088017,4_Days,yes
33,64.65045135,175.820365,no,0.124345841,6_Days,no
21,73.10005613,192.7459188,yes,0.875133619,4_Days,no
35,79.48390294,188.100623,no,0.97094025,1_Day,yes
34,69.11236464,190.7517594,yes,0.177153523,5_Days,no
24,75.09291753,166.3129546,yes,0.722066064,5_Days,no
22,76.39342594,195.4799975,no,0.040285519,5_Days,yes
29,79.52534892,172.3859246,yes,0.405422825,3_Days,yes
34,73.66420159,181.9229298,no,0.516283299,2_Days,yes
30,85.85866342,178.5177712,no,0.580645226,4_Days,yes
20,53.99081139,171.2151716,yes,0.935937248,5_Days,yes
26,104.3775285,165.8746424,yes,0.672250687,1_Day,no
34,66.28866236,162.5615188,no,0.481277951,5_Days,yes
34,79.03390023,181.1901841,yes,0.809675036,6_Days,yes
37,65.6153209,164.7468091,yes,0.950532821,2_Days,yes
33,81.4426816,168.661844,no,0.022066149,2_Days,no
39,77.76569153,177.8196412,no,0.982521272,4_Days,yes
30,68.49286463,153.611915,yes,0.086132139,3_Days,yes
36,85.73087345,187.7897971,no,0.814386779,4_Days,yes
34,73.3603912,155.9011183,no,0.280334753,5_Days,no
21,80.47215938,179.2262761,no,0.132179658,6_Days,yes
29,65.82840195,180.1501923,no,0.43985564,1_Day,yes
26,74.69112364,185.3806172,no,0.643956579,4_Days,yes
36,95.03407267,179.583192,no,0.380951845,3_Days,no
29,84.62965529,200.1790796,no,0.054565408,4_Days,no
26,78.07620755,182.1631688,yes,0.59946114,2_Days,no
24,70.51079172,190.536124,no,0.902403276,5_Days,no
31,75.67498536,172.7653719,yes,0.383215366,5_Days,yes
37,76.9756599,181.2075681,yes,0.216332778,5_Days,yes
36,79.49228435,195.475701,yes,0.442577346,5_Days,no
32,64.23339492,177.6230488,no,0.048362711,5_Days,no
33,81.68407961,181.9223476,no,0.820487584,5_Days,yes
38,64.10406902,189.8085345,yes,0.826340811,1_Day,yes
22,91.31125852,172.5777048,no,0.588000463,3_Days,no
20,67.28371678,158.3843967,yes,0.353102889,5_Days,no
29,77.9662832,182.5557365,no,0.799783364,3_Days,no
37,85.05142573,189.8866917,no,0.554687025,6_Days,no
38,72.47619957,166.4855424,yes,0.825932309,5_Days,yes
21,78.40600019,186.702199,yes,0.631458793,4_Days,no
38,89.35181549,186.7696639,yes,0.784405473,5_Days,no
33,80.64402988,157.2650374,no,0.598562993,2_Days,yes
24,78.5555063,170.6371137,yes,0.414141068,1_Day,yes
30,58.15214605,176.0417122,no,0.95794586,4_Days,yes
38,65.66277747,178.20376,no,0.541113825,4_Days,yes
27,85.46920128,172.5686574,no,0.605089519,2_Days,yes
24,80.69950305,172.029972,yes,0.220487639,5_Days,no
31,82.21466274,196.7148289,yes,0.625650789,1_Day,no
22,81.35396932,178.9244087,yes,0.571607649,4_Days,no
20,87.89756528,173.0495634,no,0.184838398,1_Day,yes
28,72.38600075,179.5883052,no,0.059587097,4_Days,no
28,76.20499959,185.3709083,yes,0.60435932,5_Days,yes
35,64.71325667,180.5162638,no,0.763692269,6_Days,no
32,62.21977417,177.9427241,no,0.523401371,4_Days,no
29,58.56259284,173.4998333,yes,0.226772625,6_Days,yes
26,66.14836501,173.3786915,yes,0.666521977,4_Days,yes
27,90.52561815,174.0219161,yes,0.080105727,3_Days,no
29,59.47272932,183.388146,no,0.441833705,5_Days,no
34,71.96464014,170.0581991,no,0.163366758,2_Days,no
23,62.06854676,183.9326922,no,0.184459051,6_Days,no
24,68.99026037,194.1299476,no,0.202293949,2_Days,no
31,76.69693792,183.2570736,no,0.386707057,5_Days,yes
30,67.99884127,176.3041447,yes,0.051150206,2_Days,yes
25,85.89664865,167.0187311,no,0.397793441,5_Days,yes
27,90.33978121,195.7810681,no,0.511707447,2_Days,yes
26,52.50904272,168.2998235,no,0.483294285,6_Days,no
35,68.1700767,188.4856203,yes,0.3827841,3_Days,no
19,75.59142122,186.3851786,yes,0.839146608,2_Days,yes
22,86.26117026,177.632314,yes,0.145326692,6_Days,no
22,70.45755725,177.370212,no,0.505696744,4_Days,yes
23,74.80064605,161.6428873,yes,0.062041417,5_Days,no
36,63.43255775,183.30065,yes,0.071155679,1_Day,no
25,59.67204148,186.1992633,yes,0.57386585,1_Day,no
33,89.4538469,169.1091988,no,0.566018425,5_Days,yes
30,56.75930126,178.4417853,yes,0.878033513,3_Days,yes
18,98.28619008,180.3786192,no,0.557873676,2_Days,yes
39,82.25151399,185.8457263,no,0.95979102,3_Days,yes
37,81.79973076,180.0380308,yes,0.048694848,1_Day,no
34,80.75468667,163.7368065,no,0.098007685,6_Days,no
24,72.47314312,174.7006223,yes,0.044065862,5_Days,no
30,78.9208453,182.2462579,no,0.18527685,5_Days,no
21,73.11103312,188.4152834,yes,0.541270111,3_Days,yes
21,80.53073276,173.8236339,yes,0.645572181,6_Days,no
23,74.66313473,201.8764987,yes,0.045585158,3_Days,no
36,65.49651817,161.0552693,no,0.94597089,2_Days,no
29,66.29427384,174.3629982,yes,0.842165377,4_Days,yes
39,65.15727625,179.169664,no,0.296612482,6_Days,yes
24,84.70900732,177.9925084,yes,0.07718753,4_Days,yes
27,68.82553388,167.6785767,no,0.169887073,2_Days,no
36,55.87896839,184.4786175,no,0.126944414,4_Days,yes
24,78.96838666,183.7109405,yes,0.123283779,1_Day,no
20,90.14517563,180.4796145,yes,0.518561689,4_Days,no
30,82.73083189,183.3184386,yes,0.245847442,2_Days,no
30,68.96676435,175.7622359,yes,0.358139717,4_Days,yes
35,59.13188284,163.8263705,yes,0.989505333,5_Days,yes
37,73.65731897,172.8336013,no,0.684314249,3_Days,no
25,73.40776122,181.5705458,yes,0.948980667,1_Day,no
26,65.3080039,181.6274441,yes,0.142556555,5_Days,yes
24,80.51037302,180.4137905,no,0.382139475,5_Days,yes
18,93.46626501,185.4870827,yes,0.554731803,2_Days,yes
20,77.22282717,174.1885395,yes,0.076758062,3_Days,no
30,76.60476207,180.2668106,no,0.004187444,3_Days,no
34,65.62771951,185.7209278,yes,0.670434334,6_Days,no
18,88.97414703,179.1511018,yes,0.641819517,1_Day,yes
23,74.24855833,167.5667607,yes,0.41078881,2_Days,yes
38,69.21036745,170.3851163,no,0.489644076,1_Day,yes
23,75.63688394,188.3085232,yes,0.415443001,6_Days,no
29,79.71961333,193.9247216,no,0.024005045,4_Days,no
30,76.39215409,191.7528311,yes,0.335371606,5_Days,yes
30,87.06153396,182.3215595,no,0.177082255,1_Day,no
32,78.83971553,167.968674,yes,0.098424189,5_Days,yes
38,72.16058189,179.9364844,no,0.956720434,2_Days,no
33,79.01192216,195.6225513,no,0.599359725,4_Days,yes
39,79.99637101,186.1848838,no,0.728656284,2_Days,no
38,62.03624081,177.9252248,no,0.315363743,4_Days,no
28,86.49419728,186.2862523,no,0.393147129,4_Days,yes
22,71.99095981,167.3060479,no,0.236923994,5_Days,yes
21,72.24676776,173.0432862,yes,0.096965671,2_Days,yes
20,82.51375987,169.1580861,yes,0.179031637,2_Days,yes
36,82.47165224,184.6957182,no,0.797514045,1_Day,yes
37,67.99168321,187.141035,no,0.677545805,2_Days,no
35,83.02901618,178.4617397,no,0.546928876,1_Day,yes
32,69.39551849,171.2707032,no,0.475089873,3_Days,yes
26,93.19573047,179.8025091,yes,0.922434284,3_Days,yes
34,66.71806019,175.1342011,no,0.072734948,3_Days,no
31,77.39477462,172.038293,yes,0.280600813,6_Days,yes
32,67.17982363,183.3899369,yes,0.349937854,2_Days,yes
18,97.22695629,172.4200778,no,0.782425812,6_Days,yes
38,62.62179056,164.3365027,no,0.99251462,2_Days,no
39,80.24362747,166.5588553,yes,0.240670515,1_Day,no
39,67.65089586,163.9673953,yes,0.874307334,6_Days,yes
20,71.45892359,182.4751192,no,0.83062276,6_Days,no
33,79.53537834,181.5040544,no,0.224657398,6_Days,yes
28,87.24584438,181.0052009,no,0.39933258,4_Days,no
29,91.23396562,185.8773165,yes,0.409672869,1_Day,yes
27,59.6305204,191.9195886,yes,0.978220669,3_Days,no
33,77.67751224,174.0773347,no,0.180891901,1_Day,yes
25,89.59493603,184.0647748,yes,0.799157971,4_Days,yes
23,58.14689061,164.2038449,yes,0.334192714,2_Days,no
29,78.14383494,193.7870975,no,0.730870346,1_Day,yes
38,74.97916203,167.5516876,no,0.420011004,6_Days,yes
25,79.14541814,172.8991888,yes,0.578359763,3_Days,yes
21,67.27695975,174.0229049,yes,0.832611773,3_Days,yes
25,60.64381172,164.73729,no,0.804165565,2_Days,no
35,55.86893575,180.3257558,no,0.866423184,1_Day,yes
22,84.76383953,182.1390387,no,0.059617325,4_Days,no
26,86.04049136,178.1058633,no,0.692050553,2_Days,no
21,78.02685349,164.5975237,no,0.139987377,1_Day,no
39,69.6585165,199.8338623,yes,0.415818568,5_Days,no
34,58.76954107,185.492308,yes,0.548588415,3_Days,yes
26,80.63345463,206.3422204,yes,0.402739485,4_Days,yes
18,63.99220717,171.9489076,yes,0.519611676,6_Days,no
38,67.88701375,189.5788223,no,0.996526309,4_Days,yes
37,69.1343592,187.7927389,no,0.135217314,6_Days,no
30,73.02464774,177.094249,no,0.675456045,4_Days,yes
33,67.40959553,194.110509,yes,0.396000966,3_Days,yes
30,75.33458771,175.9458999,yes,0.133009799,6_Days,yes
31,68.78181699,176.3910858,yes,0.158736763,1_Day,no
20,82.01373065,145.2857011,no,0.949273106,6_Days,no
23,85.31062914,184.0902805,yes,0.879601497,2_Days,yes
35,76.08542676,166.7449009,no,0.90704196,1_Day,no
36,79.62626335,174.492788,no,0.991532776,2_Days,no
22,96.1785595,169.7378036,no,0.20831539,4_Days,yes
32,63.27396743,176.3376846,no,0.355439337,1_Day,no
19,62.66531899,184.4388023,no,0.66921903,4_Days,yes
27,81.94997901,180.1114156,no,0.48380254,5_Days,yes
35,94.46542838,187.0964129,yes,0.418389533,4_Days,yes
30,72.39501438,192.6562954,no,0.357811249,4_Days,no
22,92.26833842,176.3120406,no,0.593780632,2_Days,yes
18,75.96433719,175.2143276,yes,0.575593429,6_Days,yes
39,68.19112718,189.5772765,no,0.161457834,5_Days,no
18,65.09307611,190.3704729,yes,0.471739838,4_Days,no
35,81.29413585,187.4059087,yes,0.553471776,4_Days,no
32,65.85040932,170.4782119,yes,0.570286939,5_Days,no
34,75.81276843,184.2265507,no,0.210107193,5_Days,yes
28,90.83465025,181.094706,no,0.742271392,1_Day,no
38,71.93219607,190.5252894,yes,0.025199095,2_Days,no
39,88.14009475,174.2712791,no,0.354831856,5_Days,no
34,62.8545651,163.3338971,no,0.780212649,5_Days,no
30,69.66090899,186.902368,yes,0.563892921,3_Days,yes
18,60.92855974,154.4163162,yes,0.261162433,6_Days,no
19,75.72996756,172.684866,no,0.694953119,5_Days,yes
26,82.8007818,169.7680449,yes,0.567390944,2_Days,no
20,75.75187088,169.7006533,yes,0.796243609,6_Days,yes
18,87.2705006,172.5096853,yes,0.735025186,6_Days,yes
38,67.50820759,192.1737357,no,0.610107922,4_Days,no
33,77.25342754,188.2055542,no,0.488177675,4_Days,yes
23,69.72530676,177.4826932,no,0.133182126,4_Days,no
34,78.61676585,191.3362347,yes,0.261333018,4_Days,yes
22,80.03736046,169.3770284,no,0.419099473,3_Days,yes
22,80.8239596,168.0171661,yes,0.599299287,5_Days,yes
23,64.29405662,188.6359666,no,0.513707855,4_Days,no
20,66.10253898,185.7964323,no,0.288184526,1_Day,yes
38,67.95712292,175.397366,yes,0.006464358,4_Days,no
22,72.61119252,168.6453911,no,0.496239222,5_Days,yes
38,75.87186404,194.5973188,yes,0.285625989,4_Days,yes
22,82.08089122,162.7989745,no,0.734608301,3_Days,yes
27,66.51901301,174.0157406,no,0.023946265,2_Days,yes
27,58.98980702,182.2857653,yes,0.584827811,2_Days,yes
36,96.55743163,198.0216481,yes,0.941474238,5_Days,yes
34,63.68546979,183.8310021,yes,0.174409267,2_Days,no
38,83.36323723,184.8030465,no,0.471649491,2_Days,no
31,75.31266877,174.306163,no,0.091421992,1_Day,no
26,77.51305641,185.6848023,no,0.625681912,5_Days,yes
31,74.98449494,181.0530932,yes,0.550531681,5_Days,no
18,71.15158118,164.1153546,yes,0.407365524,2_Days,yes
36,79.63972283,187.9293485,yes,0.521377021,2_Days,no
30,70.61412794,189.7039339,no,0.896574658,2_Days,no
30,86.66302747,188.0336505,no,0.196294302,6_Days,yes
21,80.68441006,180.3332793,yes,0.022564512,3_Days,yes
18,80.99594113,170.4382312,no,0.861664885,4_Days,no
34,69.9287694,156.9081627,yes,0.577117082,3_Days,no
25,72.63645263,181.5705361,no,0.890658455,5_Days,no
19,63.12087191,190.8194206,no,0.596945223,1_Day,no
25,71.46983943,189.9553247,yes,0.81016109,4_Days,yes
24,64.63424084,188.1607284,no,0.429673363,1_Day,no
19,88.13068516,179.2578902,no,0.749859931,6_Days,yes
39,75.50535816,190.8746417,yes,0.913041467,5_Days,yes
39,76.70497235,189.2416182,yes,0.572122964,6_Days,no
20,72.74853473,175.7736644,no,0.180785151,5_Days,yes
35,76.97578922,186.7659802,yes,0.268797615,1_Day,no
29,99.64877636,174.6404085,no,0.198644577,1_Day,yes
18,71.99859716,185.4002423,yes,0.246857028,1_Day,yes
39,68.49586965,167.0088336,no,0.306415449,5_Days,no
29,80.29693133,167.7778819,no,0.555133787,2_Days,yes
22,49.74281366,190.5820705,yes,0.587991629,1_Day,yes
34,75.63956787,189.3756012,no,0.426499747,6_Days,no
33,71.28287097,186.3361154,no,0.61542078,4_Days,yes
32,65.07686734,180.8796882,yes,0.081574926,5_Days,yes
32,80.0775767,156.0872557,yes,0.087788237,6_Days,no
22,75.53988418,179.2512406,no,0.17182946,3_Days,no
38,56.97591093,184.5418317,yes,0.518077498,3_Days,yes
31,68.53470479,174.6526675,yes,0.213994679,4_Days,yes
19,46.11728795,172.8750581,no,0.283284403,2_Days,yes
28,77.93269314,194.4442039,no,0.400312836,1_Day,no
36,77.83299418,179.3971101,yes,0.811866124,5_Days,yes
24,67.06718106,184.5479517,yes,0.013862136,6_Days,yes
23,80.40112712,187.7413146,yes,0.64937882,1_Day,yes
19,62.17501379,169.9856292,no,0.668876531,6_Days,yes
23,65.33482974,181.9320742,no,0.79865578,5_Days,yes
35,79.17190464,193.1964449,no,0.932752939,3_Days,yes
19,68.11333245,198.1922318,no,0.020137849,1_Day,no
35,74.37343044,180.399364,no,0.153783706,4_Days,no
32,69.36350973,177.6205645,no,0.886171294,2_Days,yes
36,70.89068844,182.6902407,no,0.458518562,4_Days,yes
19,71.32775784,182.4363705,yes,0.564590639,2_Days,no
37,67.93243243,193.8675807,yes,0.663027204,6_Days,no
23,78.02449714,170.0360831,no,0.679066604,1_Day,no
18,68.72071513,177.2012691,no,0.931740403,1_Day,yes
32,75.15686714,168.8285867,no,0.996949417,2_Days,yes
27,67.71268319,169.8790511,yes,0.720157461,3_Days,yes
36,59.65701374,183.7657402,no,0.287221209,5_Days,yes
34,84.12435249,188.0985784,yes,0.879752402,4_Days,no
22,79.99526985,173.5060831,yes,0.049220915,6_Days,no
21,97.88682069,187.7209479,yes,0.231080853,4_Days,no
27,64.5602716,191.1157866,yes,0.897385717,4_Days,no
34,72.91039513,199.34706,yes,0.256191514,6_Days,yes
27,73.71492519,180.6974685,no,0.22065106,6_Days,yes
34,84.89369438,173.6023547,no,0.138125293,1_Day,no
37,69.92892106,169.9752807,yes,0.859111758,4_Days,no
22,63.28958146,168.982068,no,0.500058259,5_Days,no
19,87.07809308,192.497807,yes,0.674893203,5_Days,no
23,71.83349971,164.8490466,yes,0.239066384,2_Days,no
38,83.7864351,192.1774849,no,0.758040421,6_Days,yes
19,82.62198401,171.3155897,no,0.760005545,1_Day,yes
30,74.70109526,173.147938,no,0.312598025,5_Days,no
28,73.25686295,178.4844454,no,0.410682633,3_Days,no
28,71.08435194,172.9634545,no,0.209690277,1_Day,no
33,74.84806871,189.3197975,yes,0.976561023,1_Day,yes
28,83.63100226,198.1334395,no,0.645602577,5_Days,yes
36,67.03559819,173.4256784,no,0.934543881,3_Days,yes
32,76.0884563,175.6776216,no,0.303385544,2_Days,no
33,63.81368572,178.3667919,yes,0.781890913,5_Days,yes
28,65.05893767,185.4105676,no,0.765858644,3_Days,no
39,74.69061003,178.4651572,yes,0.691655652,1_Day,yes
33,55.39841992,193.8725741,no,0.965638975,3_Days,yes
25,95.60558617,191.4662392,no,0.393555336,1_Day,yes
21,63.06940045,168.1453765,yes,0.130717324,5_Days,no
25,74.59911487,185.2096817,no,0.671708859,6_Days,no
21,86.68217722,195.2033924,no,0.7293098,5_Days,yes
20,66.37094661,175.0521905,yes,0.575060573,4_Days,no
20,51.9730301,177.0573513,no,0.206817893,4_Days,no
35,70.5505424,174.71963,yes,0.504455942,4_Days,no
36,66.2517962,174.9292438,yes,0.312189737,5_Days,no
36,52.23626491,163.3154845,yes,0.427466528,2_Days,no
38,77.84889893,166.7168505,yes,0.645218576,5_Days,no
22,77.07093862,180.7747372,yes,0.745214743,6_Days,no
35,86.42326455,195.1359797,no,0.232224691,3_Days,yes
27,63.79177634,173.8663919,no,0.405325361,5_Days,no
39,59.00863514,173.572427,no,0.269161571,5_Days,no
38,70.93276917,197.0152107,yes,0.198631614,1_Day,yes
23,74.11657341,168.9174254,yes,0.78338722,1_Day,yes
18,84.21349603,163.3875684,yes,0.909252694,1_Day,yes
22,89.10568005,171.7148456,yes,0.370232186,5_Days,yes
26,87.14479134,173.3721552,no,0.751278924,2_Days,no
29,77.76543667,162.5254692,no,0.896995289,3_Days,yes
31,82.99499254,178.7195829,yes,0.846124211,3_Days,yes
19,68.59506565,189.4844635,yes,0.182813389,6_Days,no
34,76.68395192,167.1404523,no,0.956291882,2_Days,no
31,63.08709861,180.8757822,yes,0.37667644,2_Days,no
30,75.62685397,183.9593568,yes,0.339240661,3_Days,yes
26,75.88646697,179.1661572,yes,0.062431327,4_Days,no
32,92.22128606,181.8569259,no,0.486173654,1_Day,yes
39,72.71017139,181.9732726,no,0.109013616,1_Day,no
32,75.90042838,171.8727204,yes,0.248539821,3_Days,no
28,77.36961416,194.9858257,no,0.316942622,2_Days,yes
33,70.45179684,192.4775683,yes,0.808826323,6_Days,no
34,66.97507267,191.899114,yes,0.87548865,4_Days,no
21,87.98811325,190.1367574,no,0.302466317,3_Days,no
18,65.19082557,164.2502053,yes,0.858698121,1_Day,no
25,61.72081928,189.2606238,yes,0.857230937,5_Days,no
34,81.80265379,186.5560143,no,0.76465095,2_Days,yes
20,86.57814842,164.6347639,yes,0.146695114,5_Days,yes
37,70.48590342,177.8508964,yes,0.690322847,6_Days,no
32,70.63946512,182.7679345,yes,0.945024065,3_Days,yes
32,77.82543526,196.643171,no,0.682540479,1_Day,yes
39,67.92147323,187.2472386,yes,0.331616849,4_Days,yes
31,67.18287479,171.3543427,no,0.500579317,5_Days,no
31,83.79592588,196.9538846,yes,0.645725043,4_Days,no
19,81.07131101,180.4377976,yes,0.510570409,6_Days,no
30,88.11158886,177.4415886,yes,0.119952942,1_Day,yes
31,62.47410988,176.728818,yes,0.312064045,5_Days,yes
36,69.97537513,163.7644476,no,0.802396031,6_Days,no
24,77.81179562,178.902305,no,0.861418046,4_Days,no
20,65.7437915,184.9748526,yes,0.137300033,4_Days,yes
32,81.41687437,176.1461667,yes,0.952386752,5_Days,yes
31,87.24627087,184.2045248,yes,0.328822618,1_Day,no
28,69.16642028,171.3560893,yes,0.662313739,4_Days,yes
32,75.3859194,178.5907209,yes,0.751825146,3_Days,yes
30,89.5561869,183.1654033,yes,0.811946235,6_Days,yes
35,92.99271575,181.8966088,yes,0.945749702,5_Days,yes
23,82.45801251,163.9453491,yes,0.312919548,2_Days,yes
20,80.93429173,175.6099405,no,0.858506455,2_Days,yes
36,66.46263465,196.7746293,no,0.131686903,1_Day,yes
32,78.592094,175.0755393,no,0.705040906,3_Days,no
22,80.56820841,180.1580754,yes,0.74197773,4_Days,no
27,72.89629841,179.1324425,yes,0.677723241,2_Days,yes
24,69.05223745,195.6823976,yes,0.252314736,1_Day,yes
34,62.18702327,192.9036812,no,0.873043147,6_Days,yes
24,57.62270245,188.07531,yes,0.168858463,3_Days,no
39,55.52116487,170.2675769,no,0.053634792,3_Days,no
29,80.79442573,183.5918305,yes,0.717464991,1_Day,yes
34,76.47699325,185.6794174,no,0.475475715,1_Day,no
30,70.16188868,173.0139516,no,0.84909802,4_Days,yes
37,71.68543702,171.2948289,no,0.383397141,1_Day,yes
21,77.10470542,197.0501415,yes,0.168278589,4_Days,yes
27,73.35436929,176.9919669,no,0.836442192,4_Days,yes
20,61.5944682,196.1497682,yes,0.548909632,5_Days,yes
26,84.1300022,189.9709376,yes,0.189195792,3_Days,yes
30,78.04126171,184.0787678,yes,0.720383999,6_Days,yes
35,77.6589848,184.5253144,yes,0.511113638,3_Days,no
32,83.37562703,165.9958044,yes,0.604312982,3_Days,yes
21,66.86354644,182.0677478,no,0.460898338,5_Days,no
32,87.13731438,194.1702041,yes,0.828708984,4_Days,yes
39,73.59957148,186.813395,yes,0.829562716,4_Days,yes
19,83.8859888,181.5433669,yes,0.709388822,1_Day,no
32,82.34449033,197.119372,yes,0.105401377,5_Days,no
25,64.61198172,178.1495928,yes,0.838853862,1_Day,yes
25,80.02900405,173.8044432,no,0.671012981,5_Days,no
34,78.26274671,181.5383192,no,0.697024166,1_Day,yes
29,75.30311657,187.6646737,yes,0.36298284,2_Days,yes
36,74.0562825,162.822059,no,0.879279556,3_Days,no
27,74.1410675,182.8486864,no,0.7253716,3_Days,no
26,83.12689426,188.1034502,yes,0.112590467,6_Days,no
22,80.77910514,177.3035837,no,0.407778034,4_Days,no
23,75.3047885,191.0696477,yes,0.886380362,6_Days,yes
37,60.08063854,186.4118666,no,0.047196702,2_Days,no
19,79.94443414,201.4138312,no,0.96141662,6_Days,no
30,82.23613619,172.493971,no,0.679162568,3_Days,no
23,98.00410085,188.3070985,yes,0.631375978,4_Days,no
22,85.75433063,169.8267609,no,0.270559256,2_Days,no
18,56.00823612,163.8463355,no,0.248791789,3_Days,yes
38,75.78429399,159.6446916,yes,0.942058219,1_Day,yes
39,93.11375029,185.3832402,yes,0.298272454,5_Days,no
38,81.23548857,181.8424791,no,0.775505297,2_Days,no
23,78.2865216,175.2094894,yes,0.393121798,4_Days,yes
23,84.00228659,162.2649567,no,0.139254071,6_Days,no
33,68.77621805,173.0961337,no,0.010715298,6_Days,yes
21,79.78089997,180.0409301,yes,0.544257337,2_Days,yes
28,72.49531961,187.9316937,yes,0.975778819,4_Days,no
26,74.80376514,179.8346425,yes,0.369136194,2_Days,yes
20,83.28454516,182.5206034,no,0.357192334,4_Days,no
36,65.73286898,176.2386762,yes,0.344091618,6_Days,no
25,87.87982474,197.492242,no,0.520543837,3_Days,yes
22,70.77188039,169.8175036,yes,0.440664883,1_Day,yes
21,77.60662833,173.0076178,no,0.879914627,3_Days,no
23,60.9949204,175.0764193,yes,0.505520792,1_Day,yes
19,82.19837291,185.427044,no,0.507757838,6_Days,no
37,89.46503936,169.6114021,yes,0.138371595,3_Days,yes
28,69.85358451,181.3571859,no,0.982739541,3_Days,yes
21,63.89776613,181.6491014,yes,0.249972891,2_Days,no
32,77.77983065,173.0564203,yes,0.073364067,5_Days,no
23,89.54810645,183.2997946,no,0.663146249,6_Days,no
39,60.50143435,169.921861,yes,0.59536637,4_Days,yes
34,63.93691819,168.8292586,no,0.415145654,6_Days,no
23,70.45810442,180.9960576,no,0.422192234,4_Days,no
36,66.79656175,163.4024441,yes,0.785063921,4_Days,yes
19,66.82814533,158.551973,no,0.19571264,1_Day,yes
32,54.05879372,185.328333,yes,0.820253319,4_Days,no
28,80.89056947,190.4896994,yes,0.648747114,4_Days,no
25,78.38720503,175.3319688,no,0.418969774,2_Days,no
36,58.011508,173.3192935,yes,0.458028617,3_Days,no
30,89.5719576,190.0553523,no,0.256647207,6_Days,yes
29,91.81092315,168.5446178,no,0.752114333,6_Days,yes
22,67.4909445,166.3662738,yes,0.512874742,4_Days,no
23,86.66548591,187.0763642,yes,0.320854543,5_Days,no
39,69.27002195,180.0903819,no,0.596050116,6_Days,no
21,76.8111651,190.6487674,no,0.995734452,4_Days,yes
36,66.64237865,158.5973412,yes,0.43526228,1_Day,no
37,97.14251523,165.9932601,yes,0.920691401,1_Day,no
18,72.03982773,180.1433206,yes,0.34501684,1_Day,yes
37,76.26449023,184.176737,yes,0.054732707,4_Days,yes
34,68.12062613,188.4699709,no,0.204242106,2_Days,no
29,93.61315597,181.7481777,yes,0.418695143,5_Days,no
32,93.86614646,181.6465516,no,0.219634929,4_Days,yes
18,91.30929181,176.1059846,no,0.000227038,2_Days,no
31,84.56440348,195.909049,yes,0.915001538,2_Days,no
23,68.75210453,168.9697654,no,0.843879411,6_Days,yes
22,83.27850096,183.5902015,yes,0.742292231,4_Days,yes
28,74.92957201,170.1219117,no,0.167814596,4_Days,yes
21,88.12408622,185.3477855,yes,0.120363576,2_Days,no
30,86.15902053,169.6298243,no,0.067604749,2_Days,yes
28,68.50734422,187.438157,no,0.724029189,2_Days,yes
20,84.47825803,181.1210495,yes,0.928807961,6_Days,no
18,81.8203445,197.4463917,yes,0.430535821,4_Days,no
23,47.26437137,177.1898035,no,0.119140672,2_Days,yes
35,83.0093664,184.2496612,no,0.512392821,1_Day,yes
27,70.68204211,172.2034372,yes,0.348831907,4_Days,no
22,66.13957546,177.1210699,no,0.374824924,6_Days,no
27,66.56739396,181.0574948,yes,0.621330624,1_Day,yes
29,73.64757104,164.7278008,no,0.718718113,3_Days,yes
